time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-09T07:43:46.927Z,58.7438,-157.4486,14.9,1.6,ml,,,,0.77,ak,ak17172436,2017-11-09T07:53:01.267Z,"46km W of King Salmon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-11-09T07:42:12.540Z,32.5357,141.4466,20.34,6,mww,,96,1.491,1.05,us,us2000bkrv,2017-11-09T16:57:47.040Z,"165km ESE of Hachijo-jima, Japan",earthquake,6.9,4.3,0.073,18,reviewed,us,us
2017-11-09T07:38:05.650Z,33.5101667,-116.7936667,5.28,0.07,ml,14,102,0.006001,0.07,ci,ci38039808,2017-11-09T22:59:33.025Z,"10km NE of Aguanga, CA",earthquake,0.18,0.4,0.141,5,reviewed,ci,ci
2017-11-09T07:36:58.520Z,-30.7084,-71.3876,43.46,4.9,mwr,,88,0.215,0.91,us,us2000bkrs,2017-11-09T21:44:55.027Z,"21km SW of Ovalle, Chile",earthquake,7.1,4.9,0.039,64,reviewed,us,us
2017-11-09T07:25:24.878Z,63.1666,-149.9804,81.3,1.8,ml,,,,0.81,ak,ak17172285,2017-11-09T07:29:47.329Z,"57km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-11-09T06:45:48.470Z,33.4955,-116.789,4.86,0.21,ml,13,106,0.01931,0.08,ci,ci38039800,2017-11-09T23:01:30.000Z,"9km NE of Aguanga, CA",earthquake,0.24,0.62,0.099,6,reviewed,ci,ci
2017-11-09T06:43:54.682Z,38.035,-118.0452,0,1.1,ml,6,187.27,0.407,0.1435,nn,nn00611974,2017-11-09T18:13:16.566Z,"71km W of Tonopah, Nevada",earthquake,,0,0.25,4,reviewed,nn,nn
2017-11-09T06:29:47.163Z,61.0442,-150.8088,10,1.2,ml,,,,0.63,ak,ak17172284,2017-11-09T19:27:49.848Z,"47km NNE of Nikiski, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-11-09T06:29:34.520Z,37.5988333,-118.8181667,3.31,0.59,md,17,167,0.01236,0.07,nc,nc72921611,2017-11-09T17:45:04.302Z,"14km ESE of Mammoth Lakes, California",earthquake,0.45,0.33,0.122,13,reviewed,nc,nc
2017-11-09T06:28:36.715Z,61.1827,-147.419,2.2,1.9,ml,,,,0.59,ak,ak17172283,2017-11-09T06:31:55.112Z,"57km W of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-11-09T06:27:27.520Z,33.822,-117.6266667,3.94,0.57,ml,9,99,0.0304,0.11,ci,ci38039792,2017-11-09T22:59:40.338Z,"8km SW of Corona, CA",earthquake,0.33,0.45,0.171,5,reviewed,ci,ci
2017-11-09T06:27:09.135Z,64.6244,-146.9952,12.4,0.6,ml,,,,0.48,ak,ak17172282,2017-11-09T19:24:37.544Z,"5km SSE of Eielson Air Force Base, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-11-09T06:22:53.290Z,46.8865,-112.5546667,15.7,1.58,ml,14,109,0.098,0.14,mb,mb80268804,2017-11-09T16:49:56.740Z,"12km SE of Lincoln, Montana",earthquake,0.46,0.43,0.093,2,reviewed,mb,mb
2017-11-09T06:17:32.870Z,33.6358333,-118.2388333,0.19,1.71,ml,32,91,0.08928,0.26,ci,ci38039784,2017-11-09T22:59:03.723Z,"12km SSE of San Pedro, CA",earthquake,0.31,0.78,0.137,36,reviewed,ci,ci
2017-11-09T06:08:46.310Z,36.0266667,-117.7678333,1.92,1.63,ml,26,57,0.002543,0.11,ci,ci38039776,2017-11-09T22:58:09.511Z,"16km NE of Little Lake, CA",earthquake,0.12,0.14,0.193,22,reviewed,ci,ci
2017-11-09T06:08:15.940Z,36.0263333,-117.768,1.83,0.95,ml,18,62,0.002488,0.14,ci,ci38039768,2017-11-09T22:59:28.755Z,"16km NE of Little Lake, CA",earthquake,0.17,0.17,0.163,8,reviewed,ci,ci
2017-11-09T06:02:30.936Z,61.0008,-146.2688,10.3,2.1,ml,,,,0.78,ak,ak17172270,2017-11-09T06:14:35.479Z,"15km SSE of Valdez, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-11-09T05:46:06.820Z,-28.2451,-71.4756,41.17,4.2,mb,,156,0.356,0.89,us,us2000bkr7,2017-11-09T13:48:40.129Z,"79km WNW of Vallenar, Chile",earthquake,6.6,9,0.158,11,reviewed,us,us
2017-11-09T05:45:32.399Z,63.2378,-150.4379,116.3,1.6,ml,,,,0.35,ak,ak17172268,2017-11-09T05:48:20.807Z,"76km WSW of Cantwell, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-11-09T05:41:53.250Z,38.3843,-118.912,5.5,1.8,ml,15,63.66,0.337,0.1913,nn,nn00611972,2017-11-09T18:03:53.505Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.8,0.17,9,reviewed,nn,nn
2017-11-09T05:16:12.220Z,33.5075,-116.7975,4.89,0.39,ml,35,35,0.005409,0.13,ci,ci38039760,2017-11-09T22:57:20.888Z,"10km NE of Aguanga, CA",earthquake,0.14,0.46,0.118,10,reviewed,ci,ci
2017-11-09T05:15:31.936Z,59.675,-153.2884,102.2,2.2,ml,,,,0.64,ak,ak17172127,2017-11-09T05:21:56.257Z,"82km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-11-09T05:06:18.260Z,37.6044998,-118.8154984,3.93,1.05,md,10,194,0.01804,0.03,nc,nc72921601,2017-11-09T05:13:02.647Z,"14km ESE of Mammoth Lakes, California",earthquake,1.22,0.67,0.16,9,automatic,nc,nc
2017-11-09T05:05:36.090Z,16.7132,-95.1141,35.71,4.3,mb,,145,2.888,0.87,us,us2000bkqw,2017-11-09T06:06:53.040Z,"13km S of Santa Maria Petapa, Mexico",earthquake,8.2,14.8,0.05,111,reviewed,us,us
2017-11-09T05:05:07.970Z,33.4673333,-116.4501667,7.47,0.77,ml,28,112,0.05954,0.16,ci,ci38039752,2017-11-09T22:57:41.113Z,"23km ESE of Anza, CA",earthquake,0.26,0.86,0.135,25,reviewed,ci,ci
2017-11-09T05:03:52.790Z,33.4633333,-116.4491667,5.92,0.76,ml,34,113,0.1317,0.18,ci,ci38039744,2017-11-09T23:00:18.519Z,"23km ESE of Anza, CA",earthquake,0.26,0.94,0.127,24,reviewed,ci,ci
2017-11-09T05:03:35.520Z,33.4678333,-116.4503333,7.37,0.41,ml,16,112,0.1434,0.12,ci,ci38039736,2017-11-09T22:58:02.629Z,"23km ESE of Anza, CA",earthquake,0.3,1.12,0.115,10,reviewed,ci,ci
2017-11-09T05:01:52.740Z,37.5666667,-118.8378333,1.4,0.67,md,9,265,0.02433,0.03,nc,nc72921596,2017-11-09T17:18:02.258Z,"14km SE of Mammoth Lakes, California",earthquake,1.07,1.14,0.145,9,reviewed,nc,nc
2017-11-09T04:58:05.910Z,33.4631667,-116.467,7.41,2,ml,97,27,0.06928,0.18,ci,ci38039728,2017-11-09T22:59:45.412Z,"22km ESE of Anza, CA",earthquake,0.11,0.35,0.141,76,reviewed,ci,ci
2017-11-09T04:57:38.090Z,33.4633333,-116.4598333,7.21,1.43,ml,59,78,0.06635,0.2,ci,ci38039720,2017-11-09T22:58:05.944Z,"22km ESE of Anza, CA",earthquake,0.21,0.66,0.124,25,reviewed,ci,ci
2017-11-09T04:53:31.980Z,32.2485,-116.3941667,17.18,2.09,ml,30,90,0.2371,0.19,ci,ci38039712,2017-11-09T23:02:50.208Z,"40km S of Campo, CA",earthquake,0.32,0.98,0.138,42,reviewed,ci,ci
2017-11-09T04:52:33.820Z,47.5353333,-121.9518333,2.36,1.31,ml,4,185,0.1495,0.11,uw,uw61326747,2017-11-09T17:30:59.320Z,"5km SW of Fall City, Washington",earthquake,0.76,0.93,0.112,3,reviewed,uw,uw
2017-11-09T04:42:11.180Z,37.5415001,-118.8335037,4.73,2.03,md,29,110,0.04857,0.04,nc,nc72921581,2017-11-09T12:44:44.895Z,"17km SE of Mammoth Lakes, California",earthquake,0.25,0.68,0.33,24,automatic,nc,nc
2017-11-09T04:41:21.510Z,33.492,-116.788,4.5,0.51,ml,22,47,0.02279,0.13,ci,ci38039688,2017-11-09T22:57:30.791Z,"9km NE of Aguanga, CA",earthquake,0.19,0.42,0.096,22,reviewed,ci,ci
2017-11-09T04:38:42.140Z,33.6353333,-118.2711667,-0.12,1.64,ml,14,152,0.07938,0.16,ci,ci38039696,2017-11-09T22:51:39.187Z,"11km S of San Pedro, CA",earthquake,0.38,0.57,0.175,10,reviewed,ci,ci
2017-11-09T04:35:59.900Z,33.463,-116.4668333,7.53,2.74,ml,126,24,0.06936,0.2,ci,ci38039680,2017-11-09T22:58:16.617Z,"22km ESE of Anza, CA",earthquake,0.11,0.33,0.137,152,reviewed,ci,ci
2017-11-09T04:32:30.370Z,37.6178333,-118.8385,2.14,0.34,md,12,148,0.01249,0.07,nc,nc72921571,2017-11-09T17:13:02.240Z,"12km ESE of Mammoth Lakes, California",earthquake,0.59,31.61,0.274,9,reviewed,nc,nc
2017-11-09T04:20:02.740Z,37.607666,-118.8198318,4.01,1.57,md,19,65,0.01909,0.04,nc,nc72921566,2017-11-09T05:26:03.667Z,"14km ESE of Mammoth Lakes, California",earthquake,0.28,0.34,0.17,14,automatic,nc,nc
2017-11-09T04:16:56.030Z,32.627,-115.71,7.11,1.28,ml,22,135,0.1329,0.15,ci,ci38039664,2017-11-09T23:00:36.339Z,"13km WNW of Progreso, B.C., MX",earthquake,0.32,0.77,0.245,13,reviewed,ci,ci
2017-11-09T04:16:53.600Z,37.6086667,-118.8263333,3.68,0.3,md,11,180,0.01874,0.05,nc,nc72921561,2017-11-09T17:55:03.314Z,"13km ESE of Mammoth Lakes, California",earthquake,0.35,0.53,0.31,9,reviewed,nc,nc
2017-11-09T04:12:48.430Z,33.467,-116.4516667,8.38,0.58,ml,42,88,0.06029,0.19,ci,ci38039656,2017-11-09T22:58:57.641Z,"23km ESE of Anza, CA",earthquake,0.23,0.58,0.143,18,reviewed,ci,ci
2017-11-09T04:11:42.900Z,35.8643341,-120.3041687,17.86,1.66,md,7,134,0.02097,0.18,nc,nc72921556,2017-11-09T05:03:04.626Z,"22km SW of Avenal, California",earthquake,1.87,0.93,0.21,8,automatic,nc,nc
2017-11-09T04:10:36.780Z,33.4633333,-116.465,7.52,1.91,ml,101,27,0.06832,0.2,ci,ci38039640,2017-11-09T22:57:48.314Z,"22km ESE of Anza, CA",earthquake,0.12,0.37,0.155,74,reviewed,ci,ci
2017-11-09T04:09:42.462Z,36.79,-115.9815,6.1,-0.2,ml,7,172.02,0.104,0.1463,nn,nn00612003,2017-11-09T19:49:37.472Z,"64km N of Pahrump, Nevada",earthquake,,4,0.1,3,reviewed,nn,nn
2017-11-09T04:06:23.750Z,37.5906667,-118.7938333,4.68,0.21,md,8,279,0.02803,0.01,nc,nc72921546,2017-11-09T04:27:03.563Z,"16km ESE of Mammoth Lakes, California",earthquake,4.35,3.06,0.219,7,reviewed,nc,nc
2017-11-09T03:54:42.650Z,10.7417,-61.5769,10,4,ml,,103,1.384,1.13,us,us2000bkq3,2017-11-09T07:24:00.886Z,"6km NW of Petit Valley, Trinidad and Tobago",earthquake,5.9,2,0.148,6,reviewed,us,us
2017-11-09T03:49:40.860Z,44.0755,-114.5145,5.9,2.2,ml,10,71,0.518,0.19,mb,mb80268794,2017-11-09T16:40:46.990Z,"44km NNW of Sun Valley, Idaho",earthquake,1.02,3.87,0.042,5,reviewed,mb,mb
2017-11-09T03:45:16.180Z,33.4696667,-116.4533333,7.77,0.57,ml,31,93,0.05835,0.13,ci,ci38039632,2017-11-09T22:59:00.586Z,"22km ESE of Anza, CA",earthquake,0.19,0.53,0.131,19,reviewed,ci,ci
2017-11-09T03:45:13.230Z,34.026,-116.6466667,10.68,0.35,ml,11,142,0.01253,0.11,ci,ci37171868,2017-11-09T22:59:08.764Z,"6km WSW of Morongo Valley, CA",earthquake,0.36,0.37,0.242,4,reviewed,ci,ci
2017-11-09T03:45:08.850Z,37.6018333,-118.8190002,3.58,1.43,md,22,60,0.01426,0.04,nc,nc72921536,2017-11-09T04:30:03.585Z,"14km ESE of Mammoth Lakes, California",earthquake,0.27,0.39,0.16,17,automatic,nc,nc
2017-11-09T03:35:04.740Z,33.4655,-116.4608333,7.1,1.45,ml,54,57,0.06478,0.19,ci,ci38039624,2017-11-09T22:57:46.898Z,"22km ESE of Anza, CA",earthquake,0.21,0.64,0.137,25,reviewed,ci,ci
2017-11-09T03:34:40.990Z,33.4685,-116.452,7.33,0.53,ml,25,111,0.059,0.14,ci,ci38039616,2017-11-09T22:59:28.549Z,"23km ESE of Anza, CA",earthquake,0.24,0.73,0.123,16,reviewed,ci,ci
2017-11-09T03:32:01.970Z,33.469,-116.4621667,6.88,1.51,ml,62,36,0.06223,0.18,ci,ci38039608,2017-11-09T22:59:32.674Z,"22km ESE of Anza, CA",earthquake,0.19,0.62,0.101,25,reviewed,ci,ci
2017-11-09T03:31:23.930Z,33.4678333,-116.4521667,6.89,0.79,ml,35,84,0.1111,0.21,ci,ci38039600,2017-11-09T22:57:32.259Z,"23km ESE of Anza, CA",earthquake,0.29,1.3,0.106,24,reviewed,ci,ci
2017-11-09T03:28:28.240Z,33.4638333,-116.4701667,7.62,3.1,ml,131,24,0.07007,0.21,ci,ci38039592,2017-11-09T22:59:06.582Z,"21km ESE of Anza, CA",earthquake,0.11,0.32,0.129,284,reviewed,ci,ci
2017-11-09T03:27:48.900Z,44.0741667,-114.506,8.96,1.73,ml,5,102,0.516,0.14,mb,mb80268789,2017-11-09T18:34:39.020Z,"43km NNW of Sun Valley, Idaho",earthquake,1.06,3.67,0.305,4,reviewed,mb,mb
2017-11-09T03:15:10.510Z,38.8134995,-122.8235016,1.76,2,md,23,67,0.006407,0.05,nc,nc72921496,2017-11-09T06:54:02.181Z,"7km NW of The Geysers, California",earthquake,0.27,0.35,0.06,8,automatic,nc,nc
2017-11-09T03:14:01.620Z,36.0716667,-121.6245,13.12,1.69,md,19,183,0.1947,0.16,nc,nc72921506,2017-11-09T22:49:02.439Z,"44km SW of Greenfield, California",earthquake,0.64,1.37,0.147,18,reviewed,nc,nc
2017-11-09T03:11:02.520Z,1.8944,127.094,99.14,5.2,mww,,72,1.147,1.06,us,us2000bkp8,2017-11-09T07:50:39.773Z,"103km W of Tobelo, Indonesia",earthquake,7.3,5.7,0.073,18,reviewed,us,us
2017-11-09T03:00:58.053Z,36.9951,-116.2169,3.2,0.3,ml,20,56.46,0.053,0.1528,nn,nn00611963,2017-11-09T17:18:42.027Z,"49km ENE of Beatty, Nevada",earthquake,,2.2,0.29,9,reviewed,nn,nn
2017-11-09T02:55:40.530Z,34.5288333,-118.8076667,10.93,1.14,ml,26,69,0.06679,0.22,ci,ci38039576,2017-11-09T22:58:17.939Z,"13km N of Piru, CA",earthquake,0.33,0.51,0.15,17,reviewed,ci,ci
2017-11-09T02:50:28.324Z,64.4542,-147.9529,17.4,2.6,ml,,,,0.7,ak,ak17171833,2017-11-09T03:04:40.916Z,"43km SSW of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-11-09T02:47:12.200Z,34.5088333,-118.803,12.58,1.34,ml,38,40,0.07752,0.25,ci,ci38039568,2017-11-09T22:59:31.630Z,"10km N of Piru, CA",earthquake,0.29,0.72,0.185,21,reviewed,ci,ci
2017-11-09T02:42:32.144Z,38.3729,-118.896,11.9,1,ml,8,159.13,0.323,0.1343,nn,nn00611960,2017-11-09T16:59:24.240Z,"29km SW of Hawthorne, Nevada",earthquake,,9.2,0.19,4,reviewed,nn,nn
2017-11-09T02:39:32.010Z,46.865,-112.5338333,12.03,1.17,ml,12,101,0.123,0.11,mb,mb80268779,2017-11-09T18:42:21.530Z,"15km SE of Lincoln, Montana",earthquake,0.43,0.95,0.002,2,reviewed,mb,mb
2017-11-09T02:36:09.340Z,37.6063333,-118.9736667,0.91,0.35,md,7,181,0.01542,0.01,nc,nc72921491,2017-11-09T04:16:50.043Z,"4km S of Mammoth Lakes, California",earthquake,2.23,0.55,0.272,6,reviewed,nc,nc
2017-11-09T02:28:24.620Z,46.9021667,-112.5165,7.28,1.19,ml,13,112,0.109,0.23,mb,mb80268774,2017-11-09T18:51:01.010Z,"13km ESE of Lincoln, Montana",earthquake,0.82,1.31,0.003,2,reviewed,mb,mb
2017-11-09T02:24:47.210Z,33.9268333,-116.7375,11.59,1.01,ml,46,57,0.1055,0.16,ci,ci38039560,2017-11-09T22:58:17.003Z,"5km ENE of Cabazon, CA",earthquake,0.2,0.66,0.145,26,reviewed,ci,ci
2017-11-09T02:13:21.340Z,37.605999,-118.819664,3.19,0.49,md,8,85,0.01762,0.03,nc,nc72921481,2017-11-09T02:21:04.270Z,"14km ESE of Mammoth Lakes, California",earthquake,0.54,1.08,0.16,6,automatic,nc,nc
2017-11-09T02:10:23.170Z,37.6036682,-118.817337,4.32,1.39,md,17,63,0.01652,0.04,nc,nc72921471,2017-11-09T05:42:03.697Z,"14km ESE of Mammoth Lakes, California",earthquake,0.27,0.45,0.17,13,automatic,nc,nc
2017-11-09T02:08:25.660Z,33.4858333,-116.7905,4.42,1.86,ml,73,36,0.02772,0.22,ci,ci38039552,2017-11-09T22:59:50.695Z,"8km NE of Aguanga, CA",earthquake,0.18,0.47,0.111,26,reviewed,ci,ci
2017-11-09T02:07:32.420Z,37.6001663,-118.817337,3.82,1.13,md,13,223,0.01378,0.02,nc,nc72921461,2017-11-09T05:15:03.651Z,"14km ESE of Mammoth Lakes, California",earthquake,1.53,0.59,0.07,11,automatic,nc,nc
2017-11-09T01:49:19.010Z,33.486,-116.7903333,4.31,1.05,ml,42,38,0.0276,0.18,ci,ci38039544,2017-11-09T23:01:50.933Z,"8km NE of Aguanga, CA",earthquake,0.19,0.42,0.14,26,reviewed,ci,ci
2017-11-09T01:28:16.720Z,33.9888333,-116.6895,15.18,0.72,ml,20,96,0.06039,0.19,ci,ci38039536,2017-11-09T22:58:52.629Z,"12km WSW of Morongo Valley, CA",earthquake,0.46,1.02,0.155,19,reviewed,ci,ci
2017-11-09T01:10:10.730Z,36.0506668,-120.6188354,7.89,1.08,md,11,133,0.02578,0.05,nc,nc72921451,2017-11-09T01:30:05.831Z,"25km WSW of Coalinga, California",earthquake,0.76,0.84,0.24,4,automatic,nc,nc
2017-11-09T00:54:47.730Z,33.4761667,-116.5843333,9.57,0.82,ml,36,74,0.02376,0.15,ci,ci38039520,2017-11-09T22:58:51.877Z,"12km SE of Anza, CA",earthquake,0.19,0.32,0.138,26,reviewed,ci,ci
2017-11-09T00:33:57.260Z,37.6685,-118.8685,-0.6,0.61,md,8,193,0.03255,0.08,nc,nc72921426,2017-11-09T16:05:04.120Z,"9km ENE of Mammoth Lakes, California",earthquake,0.33,0.57,0.201,8,reviewed,nc,nc
2017-11-09T00:29:03.290Z,2.2392,127.5041,118.69,4.6,mb,,109,1.464,0.61,us,us2000bkmn,2017-11-09T08:31:39.659Z,"79km NW of Tobelo, Indonesia",earthquake,9.6,6.8,0.09,37,reviewed,us,us
2017-11-09T00:26:12.200Z,45.866,-122.4381667,-0.93,1.27,ml,8,255,0.0678,0.15,uw,uw61326712,2017-11-09T01:56:57.590Z,"2km W of Yacolt, Washington",explosion,1.49,31.61,0.141,6,reviewed,uw,uw
2017-11-09T00:13:54.690Z,37.526,-118.8453333,2.27,0.52,md,4,314,0.09388,0.07,nc,nc72921421,2017-11-09T04:22:02.551Z,"17km SE of Mammoth Lakes, California",earthquake,1.79,8.25,0.119,4,reviewed,nc,nc
2017-11-09T00:12:35.290Z,37.661499,-118.8550034,3.16,1.03,md,10,105,0.02798,0.06,nc,nc72921416,2017-11-09T00:25:02.348Z,"10km E of Mammoth Lakes, California",earthquake,0.47,1.08,0.14,8,automatic,nc,nc
2017-11-09T00:01:43.800Z,52.1716,-171.0549,47.54,4.9,mb,,136,0.964,0.72,us,us2000bkmd,2017-11-09T00:25:23.221Z,"37km SSE of Amukta Island, Alaska",earthquake,6.8,6.8,0.032,298,reviewed,us,us
2017-11-08T23:57:54.650Z,36.2839,-97.5152,2.32,2.8,mb_lg,,25,0.21,0.17,us,us2000bkm6,2017-11-09T13:54:13.771Z,"20km W of Perry, Oklahoma",earthquake,1.5,7.8,0.066,59,reviewed,us,us
2017-11-08T23:47:47.173Z,64.9967,-147.4089,1.4,1.3,ml,,,,0.89,ak,ak17171345,2017-11-08T23:59:25.417Z,"22km NE of Fairbanks, Alaska",earthquake,,3.7,,,automatic,ak,ak
2017-11-08T23:40:30.680Z,38.8180008,-122.7751694,0.65,0.76,md,7,120,0.006402,0.07,nc,nc72921406,2017-11-09T00:21:04.778Z,"4km W of Cobb, California",earthquake,0.66,0.71,0.17,3,automatic,nc,nc
2017-11-08T23:32:19.960Z,37.6611667,-118.8561667,0.52,0.39,md,6,195,0.02822,0.02,nc,nc72921401,2017-11-09T04:20:04.142Z,"10km E of Mammoth Lakes, California",earthquake,2.2,3.42,0.124,5,reviewed,nc,nc
2017-11-08T23:24:03.660Z,36.0313339,-120.5993347,2.56,1.14,md,16,110,0.03748,0.08,nc,nc72921396,2017-11-08T23:48:03.275Z,"24km WSW of Coalinga, California",earthquake,0.42,1.1,0.05,6,automatic,nc,nc
2017-11-08T23:21:35.260Z,-14.4931,167.4107,179.09,4.8,mb,,59,6.251,0.79,us,us2000bkll,2017-11-08T23:39:41.040Z,"69km SSW of Sola, Vanuatu",earthquake,11.2,7.7,0.074,56,reviewed,us,us
2017-11-08T23:21:19.130Z,36.0330009,-120.5979996,2.29,1.1,md,12,119,0.03576,0.06,nc,nc72921391,2017-11-08T23:36:03.264Z,"24km WSW of Coalinga, California",earthquake,0.45,1.42,0.04,4,automatic,nc,nc
2017-11-08T23:16:59.750Z,19.3516667,-155.4938333,9.946,2.14,md,52,44,,0.11,hv,hv61970856,2017-11-09T05:48:25.510Z,"18km N of Pahala, Hawaii",earthquake,0.27,0.49,0.103,25,reviewed,hv,hv
2017-11-08T23:14:40.520Z,31.6653333,-115.9883333,10.48,2.67,ml,16,172,0.3241,0.11,ci,ci38039480,2017-11-09T23:00:59.896Z,"55km E of Maneadero, B.C., MX",earthquake,0.39,0.47,0.152,22,reviewed,ci,ci
2017-11-08T23:11:26.920Z,33.5118333,-116.7925,4.97,0.51,ml,29,42,0.07057,0.12,ci,ci38039472,2017-11-09T22:58:32.729Z,"10km NE of Aguanga, CA",earthquake,0.17,0.96,0.078,15,reviewed,ci,ci
2017-11-08T23:09:45.670Z,33.5066667,-116.7946667,5.35,0.37,ml,22,61,0.00741,0.08,ci,ci38039464,2017-11-09T23:00:12.051Z,"10km NE of Aguanga, CA",earthquake,0.16,0.37,0.176,12,reviewed,ci,ci
2017-11-08T23:07:10.512Z,60.1126,-140.7633,3.5,1.4,ml,,,,0.88,ak,ak17171202,2017-11-08T23:12:28.105Z,"85km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-11-08T23:05:33.260Z,37.5408325,-118.833168,4.65,1.93,md,34,95,0.04921,0.04,nc,nc72921381,2017-11-08T23:20:04.235Z,"17km SE of Mammoth Lakes, California",earthquake,0.23,0.57,0.26,29,automatic,nc,nc
